Name,ExpectedLocations,Path
commfunc.dll,%programfiles%\lenovo\communications utility,cammute.exe
log.dll,%programfiles%\bitdefender antivirus free,%programfiles%\bitdefender antivirus free\bdreinit.exe
utiluniclient.dll,,%programfiles%\trend micro\amsp\coreserviceshell.exe
tmtap.dll,,%programfiles%\trend micro\passwordmanager\pwmsvc.exe
mozglue.dll,%programfiles%\seamonkey,%programfiles%\seamonkey\seamonkey.exe
mozglue.dll,%programfiles%\mozilla\firefox,%programfiles%\seamonkey\seamonkey.exe
mozglue.dll,%programfiles%\mozilla thunderbird,%programfiles%\seamonkey\seamonkey.exe
vftrace.dll,%programfiles%\cyberark\endpoint privilege manager\agent\x32,vf_host.exe
vftrace.dll,%programfiles%\cyberark\endpoint privilege manager\agent\x64,vf_host.exe
vftrace.dll,%programfiles%\cyberark\endpoint privilege manager\agent,vf_host.exe
python39.dll,%programfiles%\python39,python39.exe
python39.dll,%localappdata%\temp\%version%,python39.exe
python39.dll,%programfiles%\microsoft visual studio\2022\community\common7\ide\commonextensions\microsoft\vc\securityissueanalysis\python,python39.exe
python39.dll,%userprofile%\anaconda3,python39.exe
chrome_frame_helper.dll,%localappdata%\google\chrome\application,chrome_frame_helper.exe
chrome_frame_helper.dll,%programfiles%\google\chrome\application,chrome_frame_helper.exe
tosbtkbd.dll,%programfiles%\toshiba\bluetooth toshiba stack,%programfiles%\toshiba\bluetooth toshiba stack\tosbtkbd.exe
ciscosparklauncher.dll,%localappdata%\ciscosparklauncher,ciscocollabhost.exe
lockdown.dll,%programfiles%\mcafee\virusscan enterprise,mfeann.exe
vsodscpl.dll,%programfiles%\mcafee\virusscan enterprise,scncfg32.exe
ashldres.dll,%programfiles%\mcafee.com\vso,mcvsshld.exe
wsc.dll,%programfiles%\avast software\avast,wsc_proxy.exe
libvlc.dll,%programfiles%\videolan\vlc,%programfiles%\videolan\vlc\vlc.exe
qrt.dll,%programfiles%\f-secure\anti-virus,qrtfix.exe
providers.dll,,%programfiles%\nodejs\node.exe
shfolder.dll,%system32%,%system32%\vmnat.exe
shfolder.dll,%syswow64%,%system32%\vmnat.exe
wlbsctrl.dll,,%system32%\svchost.exe
bderepair.dll,%system32%,%system32%\repair-bde.exe
msdrm.dll,%system32%,%system32%\gamepanel.exe
msdrm.dll,%syswow64%,%system32%\gamepanel.exe
msdrm.dll,%system32%,%system32%\psr.exe
msdrm.dll,%syswow64%,%system32%\psr.exe
msdrm.dll,%system32%,%system32%\rmactivate.exe
msdrm.dll,%syswow64%,%system32%\rmactivate.exe
msdrm.dll,%system32%,%system32%\rmactivate_isv.exe
msdrm.dll,%syswow64%,%system32%\rmactivate_isv.exe
msdrm.dll,%system32%,%system32%\snippingtool.exe
msdrm.dll,%syswow64%,%system32%\snippingtool.exe
defragproxy.dll,%system32%,%system32%\dfrgui.exe
defragproxy.dll,%syswow64%,%system32%\dfrgui.exe
iri.dll,%system32%,%system32%\deviceenroller.exe
iri.dll,%syswow64%,%system32%\deviceenroller.exe
iri.dll,%system32%,%system32%\dmcertinst.exe
iri.dll,%syswow64%,%system32%\dmcertinst.exe
iri.dll,%system32%,%system32%\dmcfghost.exe
iri.dll,%syswow64%,%system32%\dmcfghost.exe
iri.dll,%system32%,%system32%\dmomacpmo.exe
iri.dll,%syswow64%,%system32%\dmomacpmo.exe
iri.dll,%system32%,%system32%\hvsievaluator.exe
iri.dll,%syswow64%,%system32%\hvsievaluator.exe
iri.dll,%system32%,%system32%\mdmappinstaller.exe
iri.dll,%syswow64%,%system32%\mdmappinstaller.exe
iri.dll,%system32%,%system32%\mdmdiagnosticstool.exe
iri.dll,%syswow64%,%system32%\mdmdiagnosticstool.exe
iri.dll,%system32%,%system32%\omadmclient.exe
iri.dll,%syswow64%,%system32%\omadmclient.exe
iri.dll,%system32%,%system32%\usocoreworker.exe
iri.dll,%syswow64%,%system32%\usocoreworker.exe
mobilenetworking.dll,%system32%,%system32%\mbaeparsertask.exe
mobilenetworking.dll,%syswow64%,%system32%\mbaeparsertask.exe
mobilenetworking.dll,%system32%,%system32%\netsh.exe
mobilenetworking.dll,%syswow64%,%system32%\netsh.exe
scansetting.dll,%system32%,%system32%\wiaacmgr.exe
scansetting.dll,%syswow64%,%system32%\wiaacmgr.exe
scansetting.dll,%system32%,%system32%\wiawow64.exe
scansetting.dll,%syswow64%,%system32%\wiawow64.exe
dusmapi.dll,%system32%,%system32%\datausagelivetiletask.exe
dusmapi.dll,%syswow64%,%system32%\datausagelivetiletask.exe
eappprxy.dll,%system32%,%system32%\netsh.exe
eappprxy.dll,%syswow64%,%system32%\netsh.exe
mpr.dll,%system32%,%system32%\bootcfg.exe
mpr.dll,%syswow64%,%system32%\bootcfg.exe
mpr.dll,%system32%,%system32%\dcdiag.exe
mpr.dll,%syswow64%,%system32%\dcdiag.exe
mpr.dll,%system32%,%system32%\dfsrdiag.exe
mpr.dll,%syswow64%,%system32%\dfsrdiag.exe
mpr.dll,%system32%,%system32%\driverquery.exe
mpr.dll,%syswow64%,%system32%\driverquery.exe
mpr.dll,%system32%,%system32%\dsmgmt.exe
mpr.dll,%syswow64%,%system32%\dsmgmt.exe
mpr.dll,%system32%,%system32%\eventcreate.exe
mpr.dll,%syswow64%,%system32%\eventcreate.exe
mpr.dll,%system32%,%system32%\filehistory.exe
mpr.dll,%syswow64%,%system32%\filehistory.exe
mpr.dll,%system32%,%system32%\getmac.exe
mpr.dll,%syswow64%,%system32%\getmac.exe
mpr.dll,%system32%,%system32%\gpresult.exe
mpr.dll,%syswow64%,%system32%\gpresult.exe
mpr.dll,%system32%,%system32%\iesettingsync.exe
mpr.dll,%syswow64%,%system32%\iesettingsync.exe
mpr.dll,%system32%,%system32%\net.exe
mpr.dll,%syswow64%,%system32%\net.exe
mpr.dll,%system32%,%system32%\ntdsutil.exe
mpr.dll,%syswow64%,%system32%\ntdsutil.exe
mpr.dll,%system32%,%system32%\openfiles.exe
mpr.dll,%syswow64%,%system32%\openfiles.exe
mpr.dll,%system32%,%system32%\pnpunattend.exe
mpr.dll,%syswow64%,%system32%\pnpunattend.exe
mpr.dll,%system32%,%system32%\rdpclip.exe
mpr.dll,%syswow64%,%system32%\rdpclip.exe
mpr.dll,%system32%,%system32%\rekeywiz.exe
mpr.dll,%syswow64%,%system32%\rekeywiz.exe
mpr.dll,%system32%,%system32%\repadmin.exe
mpr.dll,%syswow64%,%system32%\repadmin.exe
mpr.dll,%system32%,%system32%\sdclt.exe
mpr.dll,%syswow64%,%system32%\sdclt.exe
mpr.dll,%system32%,%system32%\setupugc.exe
mpr.dll,%syswow64%,%system32%\setupugc.exe
mpr.dll,%system32%,%system32%\systeminfo.exe
mpr.dll,%syswow64%,%system32%\systeminfo.exe
mpr.dll,%system32%,%system32%\taskkill.exe
mpr.dll,%syswow64%,%system32%\taskkill.exe
mpr.dll,%system32%,%system32%\waitfor.exe
mpr.dll,%syswow64%,%system32%\waitfor.exe
msi.dll,%system32%,%system32%\dxpserver.exe
msi.dll,%syswow64%,%system32%\dxpserver.exe
msi.dll,%system32%,%system32%\fondue.exe
msi.dll,%syswow64%,%system32%\fondue.exe
msi.dll,%system32%,%system32%\mdmappinstaller.exe
msi.dll,%syswow64%,%system32%\mdmappinstaller.exe
msi.dll,%system32%,%system32%\msiexec.exe
msi.dll,%syswow64%,%system32%\msiexec.exe
msi.dll,%system32%,%system32%\optionalfeatures.exe
msi.dll,%syswow64%,%system32%\optionalfeatures.exe
msi.dll,%system32%,%system32%\packageinspector.exe
msi.dll,%syswow64%,%system32%\packageinspector.exe
faultrep.dll,%system32%,%system32%\werfault.exe
faultrep.dll,%syswow64%,%system32%\werfault.exe
faultrep.dll,%system32%,%system32%\werfaultsecure.exe
faultrep.dll,%syswow64%,%system32%\werfaultsecure.exe
dmenterprisediagnostics.dll,%system32%,%system32%\deviceenroller.exe
dmenterprisediagnostics.dll,%system32%,%system32%\omadmclient.exe
d3d10_1.dll,%system32%,%system32%\winsat.exe
d3d10_1.dll,%syswow64%,%system32%\winsat.exe
mbaexmlparser.dll,%system32%,%system32%\mbaeparsertask.exe
netapi32.dll,%system32%,%system32%\appvclient.exe
netapi32.dll,%syswow64%,%system32%\appvclient.exe
netapi32.dll,%system32%,%system32%\bootcfg.exe
netapi32.dll,%syswow64%,%system32%\bootcfg.exe
netapi32.dll,%system32%,%system32%\certutil.exe
netapi32.dll,%syswow64%,%system32%\certutil.exe
netapi32.dll,%system32%,%system32%\dcdiag.exe
netapi32.dll,%syswow64%,%system32%\dcdiag.exe
netapi32.dll,%system32%,%system32%\dfscmd.exe
netapi32.dll,%syswow64%,%system32%\dfscmd.exe
netapi32.dll,%system32%,%system32%\dfsdiag.exe
netapi32.dll,%syswow64%,%system32%\dfsdiag.exe
netapi32.dll,%system32%,%system32%\dfsrdiag.exe
netapi32.dll,%syswow64%,%system32%\dfsrdiag.exe
netapi32.dll,%system32%,%system32%\dfsutil.exe
netapi32.dll,%syswow64%,%system32%\dfsutil.exe
netapi32.dll,%system32%,%system32%\dnscmd.exe
netapi32.dll,%syswow64%,%system32%\dnscmd.exe
netapi32.dll,%system32%,%system32%\dsadd.exe
netapi32.dll,%syswow64%,%system32%\dsadd.exe
netapi32.dll,%system32%,%system32%\dsget.exe
netapi32.dll,%syswow64%,%system32%\dsget.exe
netapi32.dll,%system32%,%system32%\dsquery.exe
netapi32.dll,%syswow64%,%system32%\dsquery.exe
netapi32.dll,%system32%,%system32%\ie4uinit.exe
netapi32.dll,%syswow64%,%system32%\ie4uinit.exe
netapi32.dll,%system32%,%system32%\mstsc.exe
netapi32.dll,%syswow64%,%system32%\mstsc.exe
netapi32.dll,%system32%,%system32%\qappsrv.exe
netapi32.dll,%syswow64%,%system32%\qappsrv.exe
netapi32.dll,%system32%,%system32%\spaceagent.exe
netapi32.dll,%syswow64%,%system32%\spaceagent.exe
netapi32.dll,%system32%,%system32%\wbengine.exe
netapi32.dll,%syswow64%,%system32%\wbengine.exe
directmanipulation.dll,%system32%,%programfiles%\microsoft office\root\office%version%\excel.exe
directmanipulation.dll,%syswow64%,%programfiles%\microsoft office\root\office%version%\excel.exe
netjoin.dll,%system32%,%system32%\netdom.exe
netjoin.dll,%syswow64%,%system32%\netdom.exe
puiapi.dll,%system32%,%system32%\printui.exe
puiapi.dll,%syswow64%,%system32%\printui.exe
wofutil.dll,%system32%,%system32%\recoverydrive.exe
wofutil.dll,%syswow64%,%system32%\recoverydrive.exe
wofutil.dll,%system32%,%system32%\resetengine.exe
wofutil.dll,%syswow64%,%system32%\resetengine.exe
wofutil.dll,%system32%,%system32%\systemreset.exe
wofutil.dll,%syswow64%,%system32%\systemreset.exe
rasgcw.dll,%system32%,%system32%\rasphone.exe
rasgcw.dll,%syswow64%,%system32%\rasphone.exe
timesync.dll,%system32%,%system32%\systemsettingsadminflows.exe
polstore.dll,%system32%,%system32%\netsh.exe
polstore.dll,%syswow64%,%system32%\netsh.exe
credui.dll,%system32%,%system32%\efsui.exe
credui.dll,%syswow64%,%system32%\efsui.exe
credui.dll,%system32%,%system32%\fxssvc.exe
credui.dll,%syswow64%,%system32%\fxssvc.exe
credui.dll,%system32%,%system32%\gpfixup.exe
credui.dll,%syswow64%,%system32%\gpfixup.exe
credui.dll,%system32%,%system32%\licmgr.exe
credui.dll,%syswow64%,%system32%\licmgr.exe
credui.dll,%system32%,%system32%\mstsc.exe
credui.dll,%syswow64%,%system32%\mstsc.exe
credui.dll,%system32%,%system32%\netdom.exe
credui.dll,%syswow64%,%system32%\netdom.exe
credui.dll,%system32%,%system32%\nlbmgr.exe
credui.dll,%syswow64%,%system32%\nlbmgr.exe
credui.dll,%system32%,%system32%\perfmon.exe
credui.dll,%syswow64%,%system32%\perfmon.exe
credui.dll,%system32%,%system32%\rekeywiz.exe
credui.dll,%syswow64%,%system32%\rekeywiz.exe
credui.dll,%system32%,%system32%\rpcping.exe
credui.dll,%syswow64%,%system32%\rpcping.exe
credui.dll,%system32%,%system32%\runas.exe
credui.dll,%syswow64%,%system32%\runas.exe
credui.dll,%system32%,%system32%\systempropertiesadvanced.exe
credui.dll,%syswow64%,%system32%\systempropertiesadvanced.exe
credui.dll,%system32%,%system32%\taskmgr.exe
credui.dll,%syswow64%,%system32%\taskmgr.exe
credui.dll,%system32%,%system32%\wbadmin.exe
credui.dll,%syswow64%,%system32%\wbadmin.exe
credui.dll,%system32%,%system32%\wfs.exe
credui.dll,%syswow64%,%system32%\wfs.exe
credui.dll,%system32%,%system32%\wkspbroker.exe
credui.dll,%syswow64%,%system32%\wkspbroker.exe
credui.dll,%system32%,%system32%\rasphone.exe
credui.dll,%syswow64%,%system32%\rasphone.exe
winmm.dll,%system32%,%system32%\mblctr.exe
winmm.dll,%syswow64%,%system32%\mblctr.exe
winmm.dll,%system32%,%system32%\mspaint.exe
winmm.dll,%syswow64%,%system32%\mspaint.exe
winmm.dll,%system32%,%system32%\mstsc.exe
winmm.dll,%syswow64%,%system32%\mstsc.exe
winmm.dll,%system32%,%system32%\osk.exe
winmm.dll,%syswow64%,%system32%\osk.exe
winmm.dll,%system32%,%system32%\presentationsettings.exe
winmm.dll,%syswow64%,%system32%\presentationsettings.exe
winmm.dll,%system32%,%system32%\proximityuxhost.exe
winmm.dll,%syswow64%,%system32%\proximityuxhost.exe
winmm.dll,%system32%,%system32%\wfs.exe
winmm.dll,%syswow64%,%system32%\wfs.exe
winmm.dll,%system32%,%system32%\winsat.exe
winmm.dll,%syswow64%,%system32%\winsat.exe
powrprof.dll,%system32%,%system32%\fsquirt.exe
powrprof.dll,%syswow64%,%system32%\fsquirt.exe
powrprof.dll,%system32%,%system32%\msinfo32.exe
powrprof.dll,%syswow64%,%system32%\msinfo32.exe
powrprof.dll,%system32%,%system32%\printfilterpipelinesvc.exe
powrprof.dll,%syswow64%,%system32%\printfilterpipelinesvc.exe
powrprof.dll,%system32%,%system32%\sfc.exe
powrprof.dll,%syswow64%,%system32%\sfc.exe
pkeyhelper.dll,%system32%,%system32%\sppsvc.exe
d2d1.dll,%system32%,%system32%\dataexchangehost.exe
d2d1.dll,%syswow64%,%system32%\dataexchangehost.exe
d2d1.dll,%system32%,%system32%\dwm.exe
d2d1.dll,%syswow64%,%system32%\dwm.exe
d2d1.dll,%system32%,%system32%\eoaexperiences.exe
d2d1.dll,%syswow64%,%system32%\eoaexperiences.exe
d2d1.dll,%system32%,%system32%\gamepanel.exe
d2d1.dll,%syswow64%,%system32%\gamepanel.exe
d2d1.dll,%system32%,%system32%\quickassist.exe
d2d1.dll,%syswow64%,%system32%\quickassist.exe
d2d1.dll,%system32%,%system32%\vsgraphicsdesktopengine.exe
d2d1.dll,%syswow64%,%system32%\vsgraphicsdesktopengine.exe
d2d1.dll,%system32%,%system32%\vsgraphicsremoteengine.exe
d2d1.dll,%syswow64%,%system32%\vsgraphicsremoteengine.exe
d3d10core.dll,%system32%,%system32%\winsat.exe
d3d10core.dll,%syswow64%,%system32%\winsat.exe
msctfmonitor.dll,%system32%,%system32%\credwiz.exe
msctfmonitor.dll,%syswow64%,%system32%\credwiz.exe
msctfmonitor.dll,%system32%,%system32%\ctfmon.exe
msctfmonitor.dll,%syswow64%,%system32%\ctfmon.exe
configmanager2.dll,%system32%,%system32%\hvsievaluator.exe
logoncli.dll,%system32%,%system32%\certutil.exe
logoncli.dll,%syswow64%,%system32%\certutil.exe
logoncli.dll,%system32%,%system32%\change.exe
logoncli.dll,%syswow64%,%system32%\change.exe
logoncli.dll,%system32%,%system32%\chglogon.exe
logoncli.dll,%syswow64%,%system32%\chglogon.exe
logoncli.dll,%system32%,%system32%\chgport.exe
logoncli.dll,%syswow64%,%system32%\chgport.exe
logoncli.dll,%system32%,%system32%\csvde.exe
logoncli.dll,%syswow64%,%system32%\csvde.exe
logoncli.dll,%system32%,%system32%\devicecensus.exe
logoncli.dll,%syswow64%,%system32%\devicecensus.exe
logoncli.dll,%system32%,%system32%\djoin.exe
logoncli.dll,%syswow64%,%system32%\djoin.exe
logoncli.dll,%system32%,%system32%\dsacls.exe
logoncli.dll,%syswow64%,%system32%\dsacls.exe
logoncli.dll,%system32%,%system32%\dsmgmt.exe
logoncli.dll,%syswow64%,%system32%\dsmgmt.exe
logoncli.dll,%system32%,%system32%\dsregcmd.exe
logoncli.dll,%syswow64%,%system32%\dsregcmd.exe
logoncli.dll,%system32%,%system32%\efsui.exe
logoncli.dll,%syswow64%,%system32%\efsui.exe
logoncli.dll,%system32%,%system32%\gpfixup.exe
logoncli.dll,%syswow64%,%system32%\gpfixup.exe
logoncli.dll,%system32%,%system32%\gpresult.exe
logoncli.dll,%syswow64%,%system32%\gpresult.exe
logoncli.dll,%system32%,%system32%\klist.exe
logoncli.dll,%syswow64%,%system32%\klist.exe
logoncli.dll,%system32%,%system32%\ksetup.exe
logoncli.dll,%syswow64%,%system32%\ksetup.exe
logoncli.dll,%system32%,%system32%\ldifde.exe
logoncli.dll,%syswow64%,%system32%\ldifde.exe
logoncli.dll,%system32%,%system32%\net1.exe
logoncli.dll,%syswow64%,%system32%\net1.exe
logoncli.dll,%system32%,%system32%\nltest.exe
logoncli.dll,%syswow64%,%system32%\nltest.exe
logoncli.dll,%system32%,%system32%\netdom.exe
logoncli.dll,%syswow64%,%system32%\netdom.exe
logoncli.dll,%system32%,%system32%\ntdsutil.exe
logoncli.dll,%syswow64%,%system32%\ntdsutil.exe
logoncli.dll,%system32%,%system32%\query.exe
logoncli.dll,%syswow64%,%system32%\query.exe
logoncli.dll,%system32%,%system32%\quser.exe
logoncli.dll,%syswow64%,%system32%\quser.exe
logoncli.dll,%system32%,%system32%\qwinsta.exe
logoncli.dll,%syswow64%,%system32%\qwinsta.exe
logoncli.dll,%system32%,%system32%\redircmp.exe
logoncli.dll,%syswow64%,%system32%\redircmp.exe
logoncli.dll,%system32%,%system32%\redirusr.exe
logoncli.dll,%syswow64%,%system32%\redirusr.exe
logoncli.dll,%system32%,%system32%\rekeywiz.exe
logoncli.dll,%syswow64%,%system32%\rekeywiz.exe
logoncli.dll,%system32%,%system32%\rendom.exe
logoncli.dll,%syswow64%,%system32%\rendom.exe
logoncli.dll,%system32%,%system32%\repadmin.exe
logoncli.dll,%syswow64%,%system32%\repadmin.exe
logoncli.dll,%system32%,%system32%\reset.exe
logoncli.dll,%syswow64%,%system32%\reset.exe
logoncli.dll,%system32%,%system32%\rwinsta.exe
logoncli.dll,%syswow64%,%system32%\rwinsta.exe
logoncli.dll,%system32%,%system32%\setspn.exe
logoncli.dll,%syswow64%,%system32%\setspn.exe
logoncli.dll,%system32%,%system32%\systempropertiesadvanced.exe
logoncli.dll,%syswow64%,%system32%\systempropertiesadvanced.exe
logoncli.dll,%system32%,%system32%\systemsettingsadminflows.exe
logoncli.dll,%syswow64%,%system32%\systemsettingsadminflows.exe
logoncli.dll,%system32%,%system32%\tscon.exe
logoncli.dll,%syswow64%,%system32%\tscon.exe
logoncli.dll,%system32%,%system32%\tskill.exe
logoncli.dll,%syswow64%,%system32%\tskill.exe
logoncli.dll,%system32%,%system32%\w32tm.exe
logoncli.dll,%syswow64%,%system32%\w32tm.exe
desktopshellext.dll,%system32%,%system32%\sihost.exe
desktopshellext.dll,%syswow64%,%system32%\sihost.exe
dmprocessxmlfiltered.dll,%system32%,%system32%\dmomacpmo.exe
dmprocessxmlfiltered.dll,%syswow64%,%system32%\dmomacpmo.exe
authfwcfg.dll,%system32%,%system32%\netsh.exe
authfwcfg.dll,%syswow64%,%system32%\netsh.exe
netprovfw.dll,%system32%,%system32%\djoin.exe
netprovfw.dll,%syswow64%,%system32%\djoin.exe
windowsudk.shellcommon.dll,%system32%,%system32%\compmgmtlauncher.exe
windowsudk.shellcommon.dll,%syswow64%,%system32%\compmgmtlauncher.exe
windowsudk.shellcommon.dll,%system32%,%system32%\explorer.exe
windowsudk.shellcommon.dll,%syswow64%,%system32%\explorer.exe
windowsudk.shellcommon.dll,%system32%,%programfiles%\microsoft\edge\application\msedge.exe
windowsudk.shellcommon.dll,%syswow64%,%programfiles%\microsoft\edge\application\msedge.exe
security.dll,%system32%,%system32%\telnet.exe
security.dll,%syswow64%,%system32%\telnet.exe
propsys.dll,%system32%,%system32%\bootim.exe
propsys.dll,%syswow64%,%system32%\bootim.exe
propsys.dll,%system32%,%system32%\calc.exe
propsys.dll,%syswow64%,%system32%\calc.exe
propsys.dll,%system32%,%system32%\colorcpl.exe
propsys.dll,%syswow64%,%system32%\colorcpl.exe
propsys.dll,%system32%,%system32%\compmgmtlauncher.exe
propsys.dll,%syswow64%,%system32%\compmgmtlauncher.exe
propsys.dll,%system32%,%system32%\computerdefaults.exe
propsys.dll,%syswow64%,%system32%\computerdefaults.exe
propsys.dll,%system32%,%system32%\customshellhost.exe
propsys.dll,%syswow64%,%system32%\customshellhost.exe
propsys.dll,%system32%,%system32%\dpiscaling.exe
propsys.dll,%syswow64%,%system32%\dpiscaling.exe
propsys.dll,%system32%,%system32%\dsregcmd.exe
propsys.dll,%syswow64%,%system32%\dsregcmd.exe
propsys.dll,%system32%,%system32%\dxpserver.exe
propsys.dll,%syswow64%,%system32%\dxpserver.exe
propsys.dll,%system32%,%system32%\fodhelper.exe
propsys.dll,%syswow64%,%system32%\fodhelper.exe
propsys.dll,%system32%,%system32%\fondue.exe
propsys.dll,%syswow64%,%system32%\fondue.exe
propsys.dll,%system32%,%system32%\fxssvc.exe
propsys.dll,%syswow64%,%system32%\fxssvc.exe
propsys.dll,%system32%,%system32%\fxsunatd.exe
propsys.dll,%syswow64%,%system32%\fxsunatd.exe
propsys.dll,%system32%,%system32%\mobsync.exe
propsys.dll,%syswow64%,%system32%\mobsync.exe
propsys.dll,%system32%,%system32%\mspaint.exe
propsys.dll,%syswow64%,%system32%\mspaint.exe
propsys.dll,%system32%,%system32%\netplwiz.exe
propsys.dll,%syswow64%,%system32%\netplwiz.exe
propsys.dll,%system32%,%system32%\optionalfeatures.exe
propsys.dll,%syswow64%,%system32%\optionalfeatures.exe
propsys.dll,%system32%,%system32%\pinenrollmentbroker.exe
propsys.dll,%syswow64%,%system32%\pinenrollmentbroker.exe
propsys.dll,%system32%,%system32%\printbrmui.exe
propsys.dll,%syswow64%,%system32%\printbrmui.exe
propsys.dll,%system32%,%system32%\printui.exe
propsys.dll,%syswow64%,%system32%\printui.exe
propsys.dll,%system32%,%system32%\proximityuxhost.exe
propsys.dll,%syswow64%,%system32%\proximityuxhost.exe
propsys.dll,%system32%,%system32%\quickassist.exe
propsys.dll,%syswow64%,%system32%\quickassist.exe
propsys.dll,%system32%,%system32%\rdpclip.exe
propsys.dll,%syswow64%,%system32%\rdpclip.exe
propsys.dll,%system32%,%system32%\resmon.exe
propsys.dll,%syswow64%,%system32%\resmon.exe
propsys.dll,%system32%,%system32%\sdclt.exe
propsys.dll,%syswow64%,%system32%\sdclt.exe
propsys.dll,%system32%,%system32%\settingsynchost.exe
propsys.dll,%syswow64%,%system32%\settingsynchost.exe
propsys.dll,%system32%,%system32%\slui.exe
propsys.dll,%syswow64%,%system32%\slui.exe
propsys.dll,%system32%,%system32%\synchost.exe
propsys.dll,%syswow64%,%system32%\synchost.exe
propsys.dll,%system32%,%system32%\systemsettingsadminflows.exe
propsys.dll,%syswow64%,%system32%\systemsettingsadminflows.exe
propsys.dll,%system32%,%system32%\wfs.exe
propsys.dll,%syswow64%,%system32%\wfs.exe
propsys.dll,%system32%,%system32%\wkspbroker.exe
propsys.dll,%syswow64%,%system32%\wkspbroker.exe
propsys.dll,%system32%,%system32%\workfolders.exe
propsys.dll,%syswow64%,%system32%\workfolders.exe
propsys.dll,%system32%,%system32%\wpnpinst.exe
propsys.dll,%syswow64%,%system32%\wpnpinst.exe
propsys.dll,%system32%,%system32%\write.exe
propsys.dll,%syswow64%,%system32%\write.exe
propsys.dll,%system32%,%system32%\certreq.exe
propsys.dll,%syswow64%,%system32%\certreq.exe
propsys.dll,%system32%,%system32%\cleanmgr.exe
propsys.dll,%syswow64%,%system32%\cleanmgr.exe
propsys.dll,%system32%,%system32%\control.exe
propsys.dll,%syswow64%,%system32%\control.exe
propsys.dll,%system32%,%system32%\ddodiag.exe
propsys.dll,%syswow64%,%system32%\ddodiag.exe
propsys.dll,%system32%,%system32%\dfrgui.exe
propsys.dll,%syswow64%,%system32%\dfrgui.exe
propsys.dll,%system32%,%system32%\explorer.exe
propsys.dll,%syswow64%,%system32%\explorer.exe
propsys.dll,%system32%,%system32%\fxscover.exe
propsys.dll,%syswow64%,%system32%\fxscover.exe
propsys.dll,%system32%,%system32%\licensingdiag.exe
propsys.dll,%syswow64%,%system32%\licensingdiag.exe
propsys.dll,%system32%,%system32%\msdt.exe
propsys.dll,%syswow64%,%system32%\msdt.exe
propsys.dll,%system32%,%system32%\notepad.exe
propsys.dll,%syswow64%,%system32%\notepad.exe
propsys.dll,%system32%,%system32%\powershell.exe
propsys.dll,%syswow64%,%system32%\powershell.exe
propsys.dll,%system32%,%system32%\presentationsettings.exe
propsys.dll,%syswow64%,%system32%\presentationsettings.exe
propsys.dll,%system32%,%system32%\tabcal.exe
propsys.dll,%syswow64%,%system32%\tabcal.exe
propsys.dll,%system32%,%system32%\verifier.exe
propsys.dll,%syswow64%,%system32%\verifier.exe
propsys.dll,%system32%,%programfiles%\google\chrome\application\chrome.exe
propsys.dll,%syswow64%,%programfiles%\google\chrome\application\chrome.exe
propsys.dll,%system32%,%programfiles%\microsoft\edge\application\msedge.exe
propsys.dll,%syswow64%,%programfiles%\microsoft\edge\application\msedge.exe
propsys.dll,%system32%,%programfiles%\mozilla firefox\firefox.exe
propsys.dll,%syswow64%,%programfiles%\mozilla firefox\firefox.exe
propsys.dll,%system32%,%appdata%\zoom\bin\zoom.exe
propsys.dll,%syswow64%,%appdata%\zoom\bin\zoom.exe
propsys.dll,%system32%,%programfiles%\windowsapps\microsoftteams%version%\msteams.exe
propsys.dll,%syswow64%,%programfiles%\windowsapps\microsoftteams%version%\msteams.exe
aclui.dll,%system32%,%system32%\shrpubw.exe
aclui.dll,%syswow64%,%system32%\shrpubw.exe
aclui.dll,%system32%,%programfiles%\windows kits\10\bin\%version%\x86\oleview.exe
aclui.dll,%syswow64%,%programfiles%\windows kits\10\bin\%version%\x86\oleview.exe
xwtpw32.dll,%system32%,%system32%\devicepairingwizard.exe
xwtpw32.dll,%syswow64%,%system32%\devicepairingwizard.exe
xwtpw32.dll,%system32%,%system32%\rasphone.exe
xwtpw32.dll,%syswow64%,%system32%\rasphone.exe
p2p.dll,%system32%,%system32%\netsh.exe
p2p.dll,%syswow64%,%system32%\netsh.exe
wmsgapi.dll,%system32%,%system32%\osk.exe
wmsgapi.dll,%syswow64%,%system32%\osk.exe
coreuicomponents.dll,%system32%,%system32%\dwm.exe
coreuicomponents.dll,%syswow64%,%system32%\dwm.exe
cabview.dll,%system32%,%system32%\notepad.exe
cabview.dll,%syswow64%,%system32%\notepad.exe
esent.dll,%system32%,%system32%\dfsrdiag.exe
esent.dll,%syswow64%,%system32%\dfsrdiag.exe
esent.dll,%system32%,%system32%\dsdbutil.exe
esent.dll,%syswow64%,%system32%\dsdbutil.exe
esent.dll,%system32%,%system32%\esentutl.exe
esent.dll,%syswow64%,%system32%\esentutl.exe
esent.dll,%system32%,%system32%\tieringengineservice.exe
esent.dll,%syswow64%,%system32%\tieringengineservice.exe
esent.dll,%system32%,%system32%\ntdsutil.exe
esent.dll,%syswow64%,%system32%\ntdsutil.exe
mpsvc.dll,%programdata%\microsoft\windows defender\platform\%version%,%programdata%\microsoft\windows defender\platform\%version%\msmpeng.exe
mscoree.dll,%system32%,%system32%\aitstatic.exe
mscoree.dll,%syswow64%,%system32%\aitstatic.exe
mscoree.dll,%system32%,%system32%\presentationhost.exe
